"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 28 11:48:48 CST 2025","Thu Aug 28 11:48:50 CST 2025","1506","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-平仓","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:49:47 CST 2025","Thu Aug 28 11:49:49 CST 2025","1546","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-平仓-出现漏平","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:51 CST 2025","Thu Aug 28 11:52:51 CST 2025","502","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-云策略账号复制下单-出现漏开","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:53:09 CST 2025","Thu Aug 28 11:53:25 CST 2025","15542","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","出现漏开-redis数据和数据库的数据做比对","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:49:35 CST 2025","Thu Aug 28 11:49:46 CST 2025","10303","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-账号管理-交易下单-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:49:27 CST 2025","Thu Aug 28 11:49:28 CST 2025","1573","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改云跟单","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:48:32 CST 2025","Thu Aug 28 11:48:36 CST 2025","4328","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-云策略列表-修改云跟单账号是否成功","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:49:29 CST 2025","Thu Aug 28 11:49:33 CST 2025","4304","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-云策略列表-修改云跟单账号是否成功","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:50:02 CST 2025","Thu Aug 28 11:50:17 CST 2025","14907","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","出现漏平-redis数据和数据库的数据做比对","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:47:55 CST 2025","Thu Aug 28 11:47:56 CST 2025","499","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-云策略账号复制下单-出现漏开","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:48:38 CST 2025","Thu Aug 28 11:48:39 CST 2025","1524","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改完之后进行开仓补全","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:03 CST 2025","Thu Aug 28 11:51:06 CST 2025","2926","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改策略账号信息","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:12 CST 2025","Thu Aug 28 11:51:12 CST 2025","504","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-云策略账号复制下单-出现漏开","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:48:14 CST 2025","Thu Aug 28 11:48:29 CST 2025","14632","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","出现漏开-redis数据和数据库的数据做比对","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:52 CST 2025","Thu Aug 28 11:53:09 CST 2025","17099","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-账号管理-交易下单-根据remark发现有漏单","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:55 CST 2025","Thu Aug 28 11:52:03 CST 2025","7154","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-账号管理-交易下单-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:50:30 CST 2025","Thu Aug 28 11:50:32 CST 2025","1555","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-云跟单账号自己平仓","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:06 CST 2025","Thu Aug 28 11:52:42 CST 2025","35568","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-交易平仓-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:50:20 CST 2025","Thu Aug 28 11:50:25 CST 2025","4319","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-云策略列表-修改云跟单账号是否成功","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:48:30 CST 2025","Thu Aug 28 11:48:31 CST 2025","1534","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改云跟单","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:48:40 CST 2025","Thu Aug 28 11:48:47 CST 2025","7261","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-账号管理-交易下单-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:45 CST 2025","Thu Aug 28 11:52:49 CST 2025","4317","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-云策略列表-修改云策略是否成功","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:46 CST 2025","Thu Aug 28 11:51:48 CST 2025","1531","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改策略账号信息","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:53 CST 2025","Thu Aug 28 11:51:55 CST 2025","1543","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改完之后进行开仓补全","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:47:48 CST 2025","Thu Aug 28 11:47:49 CST 2025","1553","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改云跟单","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号开仓-关闭
      2. 进行开仓
      3. 跟单账号开仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云跟单账号开仓-开启
      5. 进行补单操作，然后平仓
    - 预期结果：云跟单账号开仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:31 CST 2025","Thu Aug 28 11:51:45 CST 2025","14163","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","出现漏开-redis数据和数据库的数据做比对","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:53:27 CST 2025","Thu Aug 28 11:53:29 CST 2025","1517","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改策略账号信息","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:50:32 CST 2025","Thu Aug 28 11:51:02 CST 2025","29383","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-交易平仓-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:53:37 CST 2025","Thu Aug 28 11:53:44 CST 2025","7117","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-账号管理-交易下单-指令及订单详情数据检查","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:53:35 CST 2025","Thu Aug 28 11:53:36 CST 2025","1521","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改完之后进行开仓补全","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:51:48 CST 2025","Thu Aug 28 11:51:53 CST 2025","4302","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-云策略列表-修改策略账号是否成功","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:04 CST 2025","Thu Aug 28 11:52:06 CST 2025","1580","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-平仓","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略账号 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"passed","Thu Aug 28 11:49:34 CST 2025","Thu Aug 28 11:49:35 CST 2025","513","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","账号管理-交易下单-云策略账号复制下单","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
"passed","Thu Aug 28 11:52:43 CST 2025","Thu Aug 28 11:52:45 CST 2025","1534","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","云策略-云策略列表-修改策略账号信息","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云策略 策略状态为关闭
      2. 进行开仓
      3. 跟单账号跟单失败，有漏单数据，把redis数据和MySQL数据进行校验
      4. 修改云策略 策略状态为开启
      5. 进行补单操作，然后平仓
    - 预期结果：云策略 策略状态为关闭，有漏单数据
    "
"failed","Thu Aug 28 11:49:49 CST 2025","Thu Aug 28 11:50:01 CST 2025","12290","test_cloudTrader","test_cloudOrder_open_level","TestcloudTrader_openandlevel","","","数据库校验-策略平仓-检查平仓订单是否出现漏平","
    ### 用例说明
    - 前置条件：有云策略和云跟单
    - 操作步骤：
      1. 修改云跟单账号平仓-关闭
      2. 进行开仓
      3. 进行平仓
      4. 跟单账号平仓失败，有漏单数据，把redis数据和MySQL数据进行校验
      5. 修改云跟单账号平仓-开启
    - 预期结果：云跟单账号平仓-关闭，有漏单数据
    "
